I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
0.0,-1.494702598788397,-1.494702598788397,0.0,20,20,STP_VGKp10.00_Ip0uA00001.dat,STP_VGKp10.00_Ip0uA00001.dat
5.0,-2.56454748976129,-0.5504002535750134,-0.0627712728797547,20,20,STP_VGKp10.00_Ip5uA00001.dat,STP_VGKp10.00_Im5uA00001.dat
10.0,-3.54855296241265,0.4303564869440135,-0.06439563894592104,20,20,STP_VGKp10.00_Ip10uA00001.dat,STP_VGKp10.00_Im10uA00001.dat
15.0,-4.573223338671082,1.3944610569892781,-0.09467854205250492,20,20,STP_VGKp10.00_Ip15uA00001.dat,STP_VGKp10.00_Im15uA00001.dat
20.0,-5.549381330927009,2.4537897019727546,-0.053093215688730044,20,20,STP_VGKp10.00_Ip20uA00001.dat,STP_VGKp10.00_Im20uA00001.dat
25.0,-6.538891048680515,3.4115150292091667,-0.06898541094727717,20,20,STP_VGKp10.00_Ip25uA00001.dat,STP_VGKp10.00_Im25uA00001.dat
30.0,-7.643634233363786,4.3914497228909815,-0.13138965644800504,20,20,STP_VGKp10.00_Ip30uA00001.dat,STP_VGKp10.00_Im30uA00001.dat
35.0,-8.606272297527797,5.345885992772717,-0.13549055358914264,20,20,STP_VGKp10.00_Ip35uA00001.dat,STP_VGKp10.00_Im35uA00001.dat
40.0,-9.550898915857468,6.34486594239126,-0.1083138879447072,20,20,STP_VGKp10.00_Ip40uA00001.dat,STP_VGKp10.00_Im40uA00001.dat
45.0,-10.540634981446162,7.307422901606048,-0.12190344113165996,20,20,STP_VGKp10.00_Ip45uA00001.dat,STP_VGKp10.00_Im45uA00001.dat
50.0,-11.542399332464816,8.325487059010745,-0.1137535379386383,20,20,STP_VGKp10.00_Ip50uA00001.dat,STP_VGKp10.00_Im50uA00001.dat
55.0,-12.661043704000981,9.257216287315245,-0.20721110955447108,20,20,STP_VGKp10.00_Ip55uA00001.dat,STP_VGKp10.00_Im55uA00001.dat
60.0,-13.654197847859693,10.260288129441243,-0.20225226042082833,20,20,STP_VGKp10.00_Ip60uA00001.dat,STP_VGKp10.00_Im60uA00001.dat
65.0,-14.608665965525068,11.216804423239648,-0.20122817235431323,20,20,STP_VGKp10.00_Ip65uA00001.dat,STP_VGKp10.00_Im65uA00001.dat
70.0,-15.568835314210787,12.205091634471271,-0.1871692410813608,20,20,STP_VGKp10.00_Ip70uA00001.dat,STP_VGKp10.00_Im70uA00001.dat
75.0,-16.535010214669974,13.16628021461962,-0.1896624012367798,20,20,STP_VGKp10.00_Ip75uA00001.dat,STP_VGKp10.00_Im75uA00001.dat
80.0,-17.570796664959655,14.105955598264627,-0.23771793455911694,20,20,STP_VGKp10.00_Ip80uA00001.dat,STP_VGKp10.00_Im80uA00001.dat
85.0,-18.548296377388237,15.107355847752347,-0.225767666029548,20,20,STP_VGKp10.00_Ip85uA00001.dat,STP_VGKp10.00_Im85uA00001.dat
90.0,-19.547924950676105,16.06633315671246,-0.2460932981934254,20,20,STP_VGKp10.00_Ip90uA00001.dat,STP_VGKp10.00_Im90uA00001.dat
95.0,-20.53480447685757,17.059063196220045,-0.24316804153036542,20,20,STP_VGKp10.00_Ip95uA00001.dat,STP_VGKp10.00_Im95uA00001.dat
100.0,-21.6272081011166,18.026086653673865,-0.30585812493297104,20,20,STP_VGKp10.00_Ip100uA00001.dat,STP_VGKp10.00_Im100uA00001.dat
105.0,-22.609277779771695,19.010595432888174,-0.3046385746533635,20,20,STP_VGKp10.00_Ip105uA00001.dat,STP_VGKp10.00_Im105uA00001.dat
110.0,-23.552842164979264,19.959882928434645,-0.30177701948391245,20,20,STP_VGKp10.00_Ip110uA00001.dat,STP_VGKp10.00_Im110uA00001.dat
115.0,-24.5517197151087,20.959789976486803,-0.30126227052255117,20,20,STP_VGKp10.00_Ip115uA00001.dat,STP_VGKp10.00_Im115uA00001.dat
120.0,-25.559738528174947,21.934689929545588,-0.31782170052628245,20,20,STP_VGKp10.00_Ip120uA00001.dat,STP_VGKp10.00_Im120uA00001.dat
125.0,-26.534142880772347,22.911089807744734,-0.3168239377254094,20,20,STP_VGKp10.00_Ip125uA00001.dat,STP_VGKp10.00_Im125uA00001.dat
130.0,-27.519877596130335,23.86243844595724,-0.3340169762981515,20,20,STP_VGKp10.00_Ip130uA00001.dat,STP_VGKp10.00_Im130uA00001.dat
135.0,-28.570928225392333,24.870571941500955,-0.3554755431572916,20,20,STP_VGKp10.00_Ip135uA00001.dat,STP_VGKp10.00_Im135uA00001.dat
140.0,-29.507852842645892,25.81601620544771,-0.3512157198106942,20,20,STP_VGKp10.00_Ip140uA00001.dat,STP_VGKp10.00_Im140uA00001.dat
145.0,-30.533379536684212,26.810216957930027,-0.36687869058869516,20,20,STP_VGKp10.00_Ip145uA00001.dat,STP_VGKp10.00_Im145uA00001.dat
150.0,-31.505538910801032,27.77766072460302,-0.369236494310609,20,20,STP_VGKp10.00_Ip150uA00001.dat,STP_VGKp10.00_Im150uA00001.dat
155.0,-32.54139683149447,28.796533588753046,-0.3777290225823131,20,20,STP_VGKp10.00_Ip155uA00001.dat,STP_VGKp10.00_Im155uA00001.dat
160.0,-33.47900412678246,29.747274108381404,-0.3711624104121325,20,20,STP_VGKp10.00_Ip160uA00001.dat,STP_VGKp10.00_Im160uA00001.dat
165.0,-34.45862607431597,30.734673605116875,-0.3672736358111519,20,20,STP_VGKp10.00_Ip165uA00001.dat,STP_VGKp10.00_Im165uA00001.dat
170.0,-35.435052856582466,31.688943204169423,-0.3783522274181246,20,20,STP_VGKp10.00_Ip170uA00001.dat,STP_VGKp10.00_Im170uA00001.dat
175.0,-36.4349185101302,32.685780938692275,-0.3798661869305666,20,20,STP_VGKp10.00_Ip175uA00001.dat,STP_VGKp10.00_Im175uA00001.dat
180.0,-37.4445513816761,33.69795684296911,-0.3785946705650962,20,20,STP_VGKp10.00_Ip180uA00001.dat,STP_VGKp10.00_Im180uA00001.dat
185.0,-38.4298678781819,34.67350471533212,-0.38347898263649305,20,20,STP_VGKp10.00_Ip185uA00001.dat,STP_VGKp10.00_Im185uA00001.dat
190.0,-39.38115502467555,35.613831488704264,-0.38895916919724605,20,20,STP_VGKp10.00_Ip190uA00001.dat,STP_VGKp10.00_Im190uA00001.dat
195.0,-40.40359295764721,36.62930279554147,-0.3924424822644743,20,20,STP_VGKp10.00_Ip195uA00001.dat,STP_VGKp10.00_Im195uA00001.dat
200.0,-41.4001374091372,37.592206002802996,-0.4092631043787056,20,20,STP_VGKp10.00_Ip200uA00001.dat,STP_VGKp10.00_Im200uA00001.dat
205.0,-42.39181561329153,38.56204721668358,-0.420181599515576,20,20,STP_VGKp10.00_Ip205uA00001.dat,STP_VGKp10.00_Im205uA00001.dat
210.0,-43.33391244215044,39.521911575442175,-0.41129783456573654,20,20,STP_VGKp10.00_Ip210uA00001.dat,STP_VGKp10.00_Im210uA00001.dat
215.0,-44.326241004543355,40.52872881039789,-0.40405349828433734,20,20,STP_VGKp10.00_Ip215uA00001.dat,STP_VGKp10.00_Im215uA00001.dat
220.0,-45.3093229167331,41.45641407649846,-0.4317518213289231,20,20,STP_VGKp10.00_Ip220uA00001.dat,STP_VGKp10.00_Im220uA00001.dat
225.0,-46.31348902344999,42.455372163374406,-0.4343558312493945,20,20,STP_VGKp10.00_Ip225uA00001.dat,STP_VGKp10.00_Im225uA00001.dat
230.0,-47.296312166105515,43.385349645038026,-0.46077866174534754,20,20,STP_VGKp10.00_Ip230uA00001.dat,STP_VGKp10.00_Im230uA00001.dat
235.0,-48.287379607164645,44.3853861195846,-0.45629414500162446,20,20,STP_VGKp10.00_Ip235uA00001.dat,STP_VGKp10.00_Im235uA00001.dat
240.0,-49.22236268947189,45.37530858999494,-0.42882445095008115,20,20,STP_VGKp10.00_Ip240uA00001.dat,STP_VGKp10.00_Im240uA00001.dat
245.0,-50.21237121206437,46.3829201723929,-0.4200229210473372,20,20,STP_VGKp10.00_Ip245uA00001.dat,STP_VGKp10.00_Im245uA00001.dat
250.0,-51.178428035860016,47.36077304049883,-0.41412489889219706,20,20,STP_VGKp10.00_Ip250uA00001.dat,STP_VGKp10.00_Im250uA00001.dat
