I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
0.0,-1.719122224083004,-1.719122224083004,0.0,40,40,STP_VGKm40.00_Ip0uA00001.dat,STP_VGKm40.00_Ip0uA00001.dat
5.0,-2.784340429595397,-0.6870806571844913,-0.016588319306940047,40,40,STP_VGKm40.00_Ip5uA00001.dat,STP_VGKm40.00_Im5uA00001.dat
10.0,-3.8580964583811728,0.3728227896670679,-0.023514610274048442,40,40,STP_VGKm40.00_Ip10uA00001.dat,STP_VGKm40.00_Im10uA00001.dat
15.0,-4.8655470525560816,1.4700050993134388,0.0213512474616826,40,40,STP_VGKm40.00_Ip15uA00001.dat,STP_VGKm40.00_Im15uA00001.dat
20.0,-5.954457050051328,2.4748635418133023,-0.020674530036008942,40,40,STP_VGKm40.00_Ip20uA00001.dat,STP_VGKm40.00_Im20uA00001.dat
25.0,-6.962367336714232,3.514653838042503,-0.004734525252860555,40,40,STP_VGKm40.00_Ip25uA00001.dat,STP_VGKm40.00_Im25uA00001.dat
30.0,-8.054036498266887,4.584495702282458,-0.015648173909210472,40,40,STP_VGKm40.00_Ip30uA00001.dat,STP_VGKm40.00_Im30uA00001.dat
35.0,-9.077846242255113,5.581540160378878,-0.02903081685511366,40,40,STP_VGKm40.00_Ip35uA00001.dat,STP_VGKm40.00_Im35uA00001.dat
40.0,-10.139508794762127,6.647033347739066,-0.027115499428526535,40,40,STP_VGKm40.00_Ip40uA00001.dat,STP_VGKm40.00_Im40uA00001.dat
45.0,-11.131227189987777,7.661424277856125,-0.015779231982822273,40,40,STP_VGKm40.00_Ip45uA00001.dat,STP_VGKm40.00_Im45uA00001.dat
50.0,-12.207018227415553,8.741266622453818,-0.013753578397863508,40,40,STP_VGKm40.00_Ip50uA00001.dat,STP_VGKm40.00_Im50uA00001.dat
55.0,-13.241359936821302,9.729463325054207,-0.03682608180054392,40,40,STP_VGKm40.00_Ip55uA00001.dat,STP_VGKm40.00_Im55uA00001.dat
60.0,-14.282341163499872,10.797973971016313,-0.02306137215877535,40,40,STP_VGKm40.00_Ip60uA00001.dat,STP_VGKm40.00_Im60uA00001.dat
65.0,-15.267685256587114,11.85071007251016,0.010634632044527192,40,40,STP_VGKm40.00_Ip65uA00001.dat,STP_VGKm40.00_Im65uA00001.dat
70.0,-16.284744768637246,12.889233452976386,0.021366566252573937,40,40,STP_VGKm40.00_Ip70uA00001.dat,STP_VGKm40.00_Im70uA00001.dat
75.0,-17.35406218316503,13.897638526007329,-0.009089604495846837,40,40,STP_VGKm40.00_Ip75uA00001.dat,STP_VGKm40.00_Im75uA00001.dat
80.0,-18.379439796538016,14.92017513991983,-0.010510104226088446,40,40,STP_VGKm40.00_Ip80uA00001.dat,STP_VGKm40.00_Im80uA00001.dat
85.0,-19.427362426703198,15.975744534474499,-0.006686722031345349,40,40,STP_VGKm40.00_Ip85uA00001.dat,STP_VGKm40.00_Im85uA00001.dat
90.0,-20.43065644576235,16.983987156910622,-0.004212420342859291,40,40,STP_VGKm40.00_Ip90uA00001.dat,STP_VGKm40.00_Im90uA00001.dat
95.0,-21.493576576497556,18.023227267725286,-0.016052430303131304,40,40,STP_VGKm40.00_Ip95uA00001.dat,STP_VGKm40.00_Im95uA00001.dat
100.0,-22.55370972064413,19.065715002134645,-0.024875135171737783,40,40,STP_VGKm40.00_Ip100uA00001.dat,STP_VGKm40.00_Im100uA00001.dat
105.0,-23.66860434153305,20.164793046020076,-0.032783423673483414,40,40,STP_VGKm40.00_Ip105uA00001.dat,STP_VGKm40.00_Im105uA00001.dat
110.0,-24.710721366015676,21.237104816840894,-0.017686050504386985,40,40,STP_VGKm40.00_Ip110uA00001.dat,STP_VGKm40.00_Im110uA00001.dat
115.0,-25.741130259635852,22.269940305970866,-0.016472752749489006,40,40,STP_VGKm40.00_Ip115uA00001.dat,STP_VGKm40.00_Im115uA00001.dat
120.0,-26.77677526447863,18.450694,-2.4439184081563115,40,20,STP_VGKm40.00_Ip120uA00001.dat,STP_VGKm40.00_Im120uA00001.dat
125.0,-27.837780206776525,174.06285,74.83165712069474,40,39,STP_VGKm40.00_Ip125uA00001.dat,STP_VGKm40.00_Im125uA00001.dat
130.0,-28.920580174917667,25.211753888945434,-0.1352909189031124,40,40,STP_VGKm40.00_Ip130uA00001.dat,STP_VGKm40.00_Im130uA00001.dat
135.0,-29.94841196185081,27.366944,0.4283882431575996,40,22,STP_VGKm40.00_Ip135uA00001.dat,STP_VGKm40.00_Im135uA00001.dat
140.0,-30.952864086622778,24.235837,-1.639391319228385,40,26,STP_VGKm40.00_Ip140uA00001.dat,STP_VGKm40.00_Im140uA00001.dat
145.0,-32.051871142964714,28.357594260872162,-0.12801621696327214,40,40,STP_VGKm40.00_Ip145uA00001.dat,STP_VGKm40.00_Im145uA00001.dat
150.0,-33.038383942619944,854.2428,412.321330252773,40,39,STP_VGKm40.00_Ip150uA00001.dat,STP_VGKm40.00_Im150uA00001.dat
155.0,-34.0375896568324,43.865655000000004,6.633154895666805,40,21,STP_VGKm40.00_Ip155uA00001.dat,STP_VGKm40.00_Im155uA00001.dat
160.0,-35.07876838050606,44.143517,6.251496533829974,40,22,STP_VGKm40.00_Ip160uA00001.dat,STP_VGKm40.00_Im160uA00001.dat
165.0,-36.136710233731264,32.54736349542068,-0.07555114507228677,40,40,STP_VGKm40.00_Ip165uA00001.dat,STP_VGKm40.00_Im165uA00001.dat
170.0,-37.16415872625354,33.48374381367857,-0.12108523220447975,40,40,STP_VGKm40.00_Ip170uA00001.dat,STP_VGKm40.00_Im170uA00001.dat
175.0,-38.22773223149323,34.588125161479276,-0.10068131092397192,40,40,STP_VGKm40.00_Ip175uA00001.dat,STP_VGKm40.00_Im175uA00001.dat
180.0,-39.2463580993055,35.60622173135636,-0.1009459598915694,40,40,STP_VGKm40.00_Ip180uA00001.dat,STP_VGKm40.00_Im180uA00001.dat
185.0,-40.284613610188195,36.648554193395704,-0.09890748431324181,40,40,STP_VGKm40.00_Ip185uA00001.dat,STP_VGKm40.00_Im185uA00001.dat
190.0,-41.326346565311326,37.63613578488905,-0.12598316612813432,40,40,STP_VGKm40.00_Ip190uA00001.dat,STP_VGKm40.00_Im190uA00001.dat
195.0,-42.34356295967943,38.68050011586538,-0.1124091978240227,40,40,STP_VGKm40.00_Ip195uA00001.dat,STP_VGKm40.00_Im195uA00001.dat
200.0,-43.41262995355847,39.71321069434231,-0.13058740552507797,40,40,STP_VGKm40.00_Ip200uA00001.dat,STP_VGKm40.00_Im200uA00001.dat
205.0,-44.4516723242581,40.75009415863662,-0.13166685872773454,40,40,STP_VGKm40.00_Ip205uA00001.dat,STP_VGKm40.00_Im205uA00001.dat
210.0,-45.465868040669726,41.7183012192135,-0.15466118664510842,40,40,STP_VGKm40.00_Ip210uA00001.dat,STP_VGKm40.00_Im210uA00001.dat
215.0,-46.53548776391386,42.8065939982583,-0.14532465874477762,40,40,STP_VGKm40.00_Ip215uA00001.dat,STP_VGKm40.00_Im215uA00001.dat
220.0,-47.57992139720653,43.82108102373882,-0.1602979626508525,40,40,STP_VGKm40.00_Ip220uA00001.dat,STP_VGKm40.00_Im220uA00001.dat
225.0,-48.62172788683786,44.832081615918895,-0.17570091137647847,40,40,STP_VGKm40.00_Ip225uA00001.dat,STP_VGKm40.00_Im225uA00001.dat
230.0,-49.67276132253538,45.764232750644304,-0.23514206186253372,40,40,STP_VGKm40.00_Ip230uA00001.dat,STP_VGKm40.00_Im230uA00001.dat
235.0,-50.698032728929384,46.944940899484415,-0.15742369063948058,40,40,STP_VGKm40.00_Ip235uA00001.dat,STP_VGKm40.00_Im235uA00001.dat
240.0,-51.69218479264492,47.846528438428784,-0.20370595302506556,40,40,STP_VGKm40.00_Ip240uA00001.dat,STP_VGKm40.00_Im240uA00001.dat
245.0,-52.73749866709308,48.818104544352174,-0.2405748372874481,40,40,STP_VGKm40.00_Ip245uA00001.dat,STP_VGKm40.00_Im245uA00001.dat
250.0,-53.755722575287315,49.948650910656355,-0.18441360823247632,40,40,STP_VGKm40.00_Ip250uA00001.dat,STP_VGKm40.00_Im250uA00001.dat
