I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
95.0,-36.28642582062853,32.032999993356064,-0.6811352068356171,40,40,STP_VGKm15.00_Ip95uA00001.dat,STP_VGKm15.00_Im95uA00001.dat
100.0,-38.193846592664265,33.72424747430362,-0.7892218523797083,40,40,STP_VGKm15.00_Ip100uA00001.dat,STP_VGKm15.00_Im100uA00001.dat
105.0,-40.14757366803159,35.59223130089076,-0.8320934767697998,40,40,STP_VGKm15.00_Ip105uA00001.dat,STP_VGKm15.00_Im105uA00001.dat
110.0,-41.9720117268619,37.38972104919213,-0.8455676320342682,40,40,STP_VGKm15.00_Ip110uA00001.dat,STP_VGKm15.00_Im110uA00001.dat
115.0,-43.77978498694613,39.11914584334996,-0.8847418649974699,40,40,STP_VGKm15.00_Ip115uA00001.dat,STP_VGKm15.00_Im115uA00001.dat
120.0,-45.70266024412619,40.944174126905985,-0.9336653518094884,40,40,STP_VGKm15.00_Ip120uA00001.dat,STP_VGKm15.00_Im120uA00001.dat
125.0,-47.44188928975748,42.6275620910977,-0.9615858925292755,40,40,STP_VGKm15.00_Ip125uA00001.dat,STP_VGKm15.00_Im125uA00001.dat
130.0,-49.41675254429961,44.4895206011872,-1.0180382647555895,40,40,STP_VGKm15.00_Ip130uA00001.dat,STP_VGKm15.00_Im130uA00001.dat
135.0,-51.41115035885437,46.29892974688306,-1.1105325991850392,40,40,STP_VGKm15.00_Ip135uA00001.dat,STP_VGKm15.00_Im135uA00001.dat
140.0,-53.07102109124425,48.04236358107311,-1.0687510482849525,40,40,STP_VGKm15.00_Ip140uA00001.dat,STP_VGKm15.00_Im140uA00001.dat
145.0,-55.25585553082317,49.83405796252765,-1.2653210773471428,40,40,STP_VGKm15.00_Ip145uA00001.dat,STP_VGKm15.00_Im145uA00001.dat
150.0,-57.301675493542895,51.672186903367376,-1.369166588287144,40,40,STP_VGKm15.00_Ip150uA00001.dat,STP_VGKm15.00_Im150uA00001.dat
155.0,-59.31282197174525,53.516800348082654,-1.4524331050306827,40,40,STP_VGKm15.00_Ip155uA00001.dat,STP_VGKm15.00_Im155uA00001.dat
160.0,-61.05445627677575,55.31124183122606,-1.4260295159742291,40,40,STP_VGKm15.00_Ip160uA00001.dat,STP_VGKm15.00_Im160uA00001.dat
165.0,-62.93522052676948,57.08657760228853,-1.4787437554398586,40,40,STP_VGKm15.00_Ip165uA00001.dat,STP_VGKm15.00_Im165uA00001.dat
170.0,-65.0757968959172,58.96411523913585,-1.6102631215900558,40,40,STP_VGKm15.00_Ip170uA00001.dat,STP_VGKm15.00_Im170uA00001.dat
175.0,-67.05922864726486,60.71650836085051,-1.7257824364065584,40,40,STP_VGKm15.00_Ip175uA00001.dat,STP_VGKm15.00_Im175uA00001.dat
180.0,-69.0792429046006,62.5173086440729,-1.8353894234632377,40,40,STP_VGKm15.00_Ip180uA00001.dat,STP_VGKm15.00_Im180uA00001.dat
185.0,-71.01798571979779,64.34772611448837,-1.889552095854097,40,40,STP_VGKm15.00_Ip185uA00001.dat,STP_VGKm15.00_Im185uA00001.dat
190.0,-72.97619921642885,66.19960063116558,-1.9427215858310205,40,40,STP_VGKm15.00_Ip190uA00001.dat,STP_VGKm15.00_Im190uA00001.dat
195.0,-74.90120655097388,68.05672609183652,-1.9766625227680634,40,40,STP_VGKm15.00_Ip195uA00001.dat,STP_VGKm15.00_Im195uA00001.dat
200.0,-77.04978483925706,69.84892440797765,-2.154852508839089,40,40,STP_VGKm15.00_Ip200uA00001.dat,STP_VGKm15.00_Im200uA00001.dat
205.0,-79.00517403452268,71.66880963017228,-2.222604495374587,40,40,STP_VGKm15.00_Ip205uA00001.dat,STP_VGKm15.00_Im205uA00001.dat
210.0,-80.89038636044627,73.33111351736487,-2.3340587147400855,40,40,STP_VGKm15.00_Ip210uA00001.dat,STP_VGKm15.00_Im210uA00001.dat
215.0,-82.97239490270444,75.18574514736682,-2.447747170868195,40,40,STP_VGKm15.00_Ip215uA00001.dat,STP_VGKm15.00_Im215uA00001.dat
220.0,-84.93534681686158,76.94763298086286,-2.548279211198744,40,40,STP_VGKm15.00_Ip220uA00001.dat,STP_VGKm15.00_Im220uA00001.dat
225.0,-86.84613133659613,78.76393527084898,-2.595520326072962,40,40,STP_VGKm15.00_Ip225uA00001.dat,STP_VGKm15.00_Im225uA00001.dat
230.0,-88.8577549904676,80.5513563499814,-2.7076216134424813,40,40,STP_VGKm15.00_Ip230uA00001.dat,STP_VGKm15.00_Im230uA00001.dat
235.0,-90.86229489676629,82.48932788685855,-2.7409057981532543,40,40,STP_VGKm15.00_Ip235uA00001.dat,STP_VGKm15.00_Im235uA00001.dat
240.0,-92.97448214766708,84.26583817912177,-2.908744277472036,40,40,STP_VGKm15.00_Ip240uA00001.dat,STP_VGKm15.00_Im240uA00001.dat
245.0,-95.00314648557101,86.1675045507696,-2.9722432606000853,40,40,STP_VGKm15.00_Ip245uA00001.dat,STP_VGKm15.00_Im245uA00001.dat
250.0,-96.85548507973245,87.88901795726242,-3.0376558544343952,40,40,STP_VGKm15.00_Ip250uA00001.dat,STP_VGKm15.00_Im250uA00001.dat
