I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
0.0,-1.4455777068006157,-1.4455777068006157,0.0,40,40,STP_VGKm15.00_Ip0uA00001.dat,STP_VGKm15.00_Ip0uA00001.dat
5.0,-3.2644013713822555,0.30330612101971555,-0.03496991838065422,40,40,STP_VGKm15.00_Ip5uA00001.dat,STP_VGKm15.00_Im5uA00001.dat
10.0,-5.1440897525889095,2.061258911461136,-0.0958377137632711,40,40,STP_VGKm15.00_Ip10uA00001.dat,STP_VGKm15.00_Im10uA00001.dat
15.0,-6.8912647197737735,3.8302654406240833,-0.08492193277422944,40,40,STP_VGKm15.00_Ip15uA00001.dat,STP_VGKm15.00_Im15uA00001.dat
20.0,-8.744837649057251,5.564736473725684,-0.14447288086516763,40,40,STP_VGKm15.00_Ip20uA00001.dat,STP_VGKm15.00_Im20uA00001.dat
25.0,-10.538277290879742,7.304229556699889,-0.17144616028931092,40,40,STP_VGKm15.00_Ip25uA00001.dat,STP_VGKm15.00_Im25uA00001.dat
30.0,-12.379928997853813,9.080201887235155,-0.20428584850871334,40,40,STP_VGKm15.00_Ip30uA00001.dat,STP_VGKm15.00_Im30uA00001.dat
35.0,-14.178390076410865,10.82086651596944,-0.23318407342009695,40,40,STP_VGKm15.00_Ip35uA00001.dat,STP_VGKm15.00_Im35uA00001.dat
40.0,-16.026098622493443,12.581444115597902,-0.27674954664715457,40,40,STP_VGKm15.00_Ip40uA00001.dat,STP_VGKm15.00_Im40uA00001.dat
45.0,-17.781528245671353,14.329726623471087,-0.28032310429951734,40,40,STP_VGKm15.00_Ip45uA00001.dat,STP_VGKm15.00_Im45uA00001.dat
50.0,-19.628102944379066,16.116094783734443,-0.31042637352169566,40,40,STP_VGKm15.00_Ip50uA00001.dat,STP_VGKm15.00_Im50uA00001.dat
55.0,-21.46483239302634,17.84274576841977,-0.3654656055026695,40,40,STP_VGKm15.00_Ip55uA00001.dat,STP_VGKm15.00_Im55uA00001.dat
60.0,-23.33582565612303,19.656020687396385,-0.39432477756270745,40,40,STP_VGKm15.00_Ip60uA00001.dat,STP_VGKm15.00_Im60uA00001.dat
65.0,-25.14383577071798,21.40964614265633,-0.4215171072302091,40,40,STP_VGKm15.00_Ip65uA00001.dat,STP_VGKm15.00_Im65uA00001.dat
70.0,-26.995055278797345,23.179538276355817,-0.46218079442014814,40,40,STP_VGKm15.00_Ip70uA00001.dat,STP_VGKm15.00_Im70uA00001.dat
75.0,-28.82584191596926,24.95621324040454,-0.48923663098174397,40,40,STP_VGKm15.00_Ip75uA00001.dat,STP_VGKm15.00_Im75uA00001.dat
80.0,-30.70975653873447,26.7009034759208,-0.5588488246062198,40,40,STP_VGKm15.00_Ip80uA00001.dat,STP_VGKm15.00_Im80uA00001.dat
85.0,-32.57781158527927,28.470838986036824,-0.6079085928206076,40,40,STP_VGKm15.00_Ip85uA00001.dat,STP_VGKm15.00_Im85uA00001.dat
90.0,-34.415665331273566,30.227542147299005,-0.6484838851866648,40,40,STP_VGKm15.00_Ip90uA00001.dat,STP_VGKm15.00_Im90uA00001.dat
