I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
0.0,-1.8222258756428078,-1.8222258756428078,0.0,40,40,STP_VGKm30.00_Ip0uA00001.dat,STP_VGKm30.00_Ip0uA00001.dat
5.0,-2.9896507501912026,-0.6686234784809669,-0.006911238693277033,40,40,STP_VGKm30.00_Ip5uA00001.dat,STP_VGKm30.00_Im5uA00001.dat
10.0,-4.192061760329972,0.4468972905313492,-0.050356359256503724,40,40,STP_VGKm30.00_Ip10uA00001.dat,STP_VGKm30.00_Im10uA00001.dat
15.0,-5.309631411246969,1.6363815129611492,-0.014399073500102277,40,40,STP_VGKm30.00_Ip15uA00001.dat,STP_VGKm30.00_Im15uA00001.dat
20.0,-6.509693482413282,2.753015887109707,-0.05611292200897977,40,40,STP_VGKm30.00_Ip20uA00001.dat,STP_VGKm30.00_Im20uA00001.dat
25.0,-7.612391719866204,4.005482266063292,0.018771148741351995,40,40,STP_VGKm30.00_Ip25uA00001.dat,STP_VGKm30.00_Im25uA00001.dat
30.0,-8.803747418633055,5.151925086529729,-0.003685290408855346,40,40,STP_VGKm30.00_Ip30uA00001.dat,STP_VGKm30.00_Im30uA00001.dat
35.0,-9.917532343374207,6.279601627634756,0.0032605177730824497,40,40,STP_VGKm30.00_Ip35uA00001.dat,STP_VGKm30.00_Im35uA00001.dat
40.0,-11.123431688999023,7.451200057813768,-0.013889939949819796,40,40,STP_VGKm30.00_Ip40uA00001.dat,STP_VGKm30.00_Im40uA00001.dat
45.0,-12.230778439763938,8.587913548092745,0.0007934298072111989,40,40,STP_VGKm30.00_Ip45uA00001.dat,STP_VGKm30.00_Im45uA00001.dat
50.0,-13.37134539905403,9.765085880637411,0.019096116434498045,40,40,STP_VGKm30.00_Ip50uA00001.dat,STP_VGKm30.00_Im50uA00001.dat
55.0,-14.54406643088497,10.892490383352744,-0.00356214812330502,40,40,STP_VGKm30.00_Ip55uA00001.dat,STP_VGKm30.00_Im55uA00001.dat
60.0,-15.689378866646338,12.070349490413248,0.012711187526262657,40,40,STP_VGKm30.00_Ip60uA00001.dat,STP_VGKm30.00_Im60uA00001.dat
