I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
95.0,-27.98415139096432,24.103162160672785,0.14829598117464204,20,20,STP_VGKm20.00_Ip95uA00001.dat,STP_VGKm20.00_Im95uA00001.dat
100.0,-29.381634038920456,25.518777632568565,0.15736239314446454,20,20,STP_VGKm20.00_Ip100uA00001.dat,STP_VGKm20.00_Im100uA00001.dat
105.0,-30.76768896777767,26.920257144376148,0.16507468461964958,20,20,STP_VGKm20.00_Ip105uA00001.dat,STP_VGKm20.00_Im105uA00001.dat
110.0,-32.19796459065578,28.198715628159817,0.08916611507242944,20,20,STP_VGKm20.00_Ip110uA00001.dat,STP_VGKm20.00_Im110uA00001.dat
115.0,-33.56255863861558,29.552085155049642,0.0835538545374428,20,20,STP_VGKm20.00_Ip115uA00001.dat,STP_VGKm20.00_Im115uA00001.dat
120.0,-34.970392365607054,30.947602092917712,0.07739545997573938,20,20,STP_VGKm20.00_Ip120uA00001.dat,STP_VGKm20.00_Im120uA00001.dat
125.0,-36.31908747369047,32.31408799238094,0.0862908556656441,20,20,STP_VGKm20.00_Ip125uA00001.dat,STP_VGKm20.00_Im125uA00001.dat
130.0,-37.73942812972626,33.6035313435418,0.020842203228183642,20,20,STP_VGKm20.00_Ip130uA00001.dat,STP_VGKm20.00_Im130uA00001.dat
135.0,-39.070544860416874,34.98797303931819,0.047504685771069255,20,20,STP_VGKm20.00_Ip135uA00001.dat,STP_VGKm20.00_Im135uA00001.dat
140.0,-40.42865464075631,36.32676454749764,0.03784554969107656,20,20,STP_VGKm20.00_Ip140uA00001.dat,STP_VGKm20.00_Im140uA00001.dat
145.0,-41.837195220589024,37.63900415423072,-0.01030493685874223,20,20,STP_VGKm20.00_Ip145uA00001.dat,STP_VGKm20.00_Im145uA00001.dat
150.0,-43.219328558168655,38.97091097715417,-0.035418194186832785,20,20,STP_VGKm20.00_Ip150uA00001.dat,STP_VGKm20.00_Im150uA00001.dat
155.0,-44.63122793404084,40.32609415487223,-0.063776293263893,20,20,STP_VGKm20.00_Ip155uA00001.dat,STP_VGKm20.00_Im155uA00001.dat
160.0,-45.96867729571176,41.72846463612603,-0.03131573347245453,20,20,STP_VGKm20.00_Ip160uA00001.dat,STP_VGKm20.00_Im160uA00001.dat
165.0,-47.38585152027989,43.04522624354573,-0.08152204204667246,20,20,STP_VGKm20.00_Ip165uA00001.dat,STP_VGKm20.00_Im165uA00001.dat
170.0,-48.768847852027854,44.32550129102502,-0.13288268418100646,20,20,STP_VGKm20.00_Ip170uA00001.dat,STP_VGKm20.00_Im170uA00001.dat
175.0,-50.27437124942417,45.62912534607638,-0.2338323553534858,20,20,STP_VGKm20.00_Ip175uA00001.dat,STP_VGKm20.00_Im175uA00001.dat
180.0,-51.66185472675582,47.00551654236673,-0.23937849587413584,20,20,STP_VGKm20.00_Ip180uA00001.dat,STP_VGKm20.00_Im180uA00001.dat
185.0,-53.03878098985252,48.322273621614876,-0.2694630877984112,20,20,STP_VGKm20.00_Ip185uA00001.dat,STP_VGKm20.00_Im185uA00001.dat
190.0,-54.28847959005486,49.60006369964507,-0.2554173488844862,20,20,STP_VGKm20.00_Ip190uA00001.dat,STP_VGKm20.00_Im190uA00001.dat
195.0,-55.72669527326379,50.98125975018311,-0.28392716521992956,20,20,STP_VGKm20.00_Ip195uA00001.dat,STP_VGKm20.00_Im195uA00001.dat
200.0,-57.09406484569097,52.26169809072141,-0.3273927811643711,20,20,STP_VGKm20.00_Ip200uA00001.dat,STP_VGKm20.00_Im200uA00001.dat
205.0,-58.46468837911057,53.69558610478205,-0.2957605408438484,20,20,STP_VGKm20.00_Ip205uA00001.dat,STP_VGKm20.00_Im205uA00001.dat
210.0,-59.91409161962173,54.98236666141206,-0.37707188278442505,20,20,STP_VGKm20.00_Ip210uA00001.dat,STP_VGKm20.00_Im210uA00001.dat
215.0,-61.265703766942345,56.28167018288023,-0.40322619571064866,20,20,STP_VGKm20.00_Ip215uA00001.dat,STP_VGKm20.00_Im215uA00001.dat
220.0,-62.75546591884047,57.74857853962739,-0.4146530932861312,20,20,STP_VGKm20.00_Ip220uA00001.dat,STP_VGKm20.00_Im220uA00001.dat
225.0,-64.1371576329717,59.06366367574821,-0.4479563822913315,20,20,STP_VGKm20.00_Ip225uA00001.dat,STP_VGKm20.00_Im225uA00001.dat
230.0,-65.52034345871883,60.26696739195802,-0.5378974370599936,20,20,STP_VGKm20.00_Ip230uA00001.dat,STP_VGKm20.00_Im230uA00001.dat
235.0,-66.89584171048935,61.66518752239203,-0.526536497728249,20,20,STP_VGKm20.00_Ip235uA00001.dat,STP_VGKm20.00_Im235uA00001.dat
240.0,-68.3236607746091,62.86338793334625,-0.6413458243110108,20,20,STP_VGKm20.00_Ip240uA00001.dat,STP_VGKm20.00_Im240uA00001.dat
245.0,-69.80747467807068,64.2354976838323,-0.6971979007987743,20,20,STP_VGKm20.00_Ip245uA00001.dat,STP_VGKm20.00_Im245uA00001.dat
250.0,-71.1150364654069,65.56483993548972,-0.6863076686381833,20,20,STP_VGKm20.00_Ip250uA00001.dat,STP_VGKm20.00_Im250uA00001.dat
