I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
100.0,-31.57374613222636,26.581369333354992,-0.7713233696848472,40,40,STP_VGKp0.00_Ip100uA00001.dat,STP_VGKp0.00_Im100uA00001.dat
105.0,-33.091306640042774,28.12742987251089,-0.7570733540151038,40,40,STP_VGKp0.00_Ip105uA00001.dat,STP_VGKp0.00_Im105uA00001.dat
110.0,-34.623734743821274,29.63548316675829,-0.7692607587806537,40,40,STP_VGKp0.00_Ip110uA00001.dat,STP_VGKp0.00_Im110uA00001.dat
115.0,-36.12866907104217,31.230939891810277,-0.7239995598651083,40,40,STP_VGKp0.00_Ip115uA00001.dat,STP_VGKp0.00_Im115uA00001.dat
120.0,-37.64460999280268,32.49886054382278,-0.848009694739112,40,40,STP_VGKp0.00_Ip120uA00001.dat,STP_VGKp0.00_Im120uA00001.dat
125.0,-39.213545841728596,33.98456309777042,-0.8896263422282511,40,40,STP_VGKp0.00_Ip125uA00001.dat,STP_VGKp0.00_Im125uA00001.dat
130.0,-40.762741508105606,35.48164768479601,-0.9156818819039609,40,40,STP_VGKp0.00_Ip130uA00001.dat,STP_VGKp0.00_Im130uA00001.dat
135.0,-42.22775081791002,37.01720709844925,-0.8804068299795491,40,40,STP_VGKp0.00_Ip135uA00001.dat,STP_VGKp0.00_Im135uA00001.dat
140.0,-43.77741614772849,38.50254088335439,-0.9125726024362104,40,40,STP_VGKp0.00_Ip140uA00001.dat,STP_VGKp0.00_Im140uA00001.dat
145.0,-45.30569502875727,39.9956073170904,-0.930178826082596,40,40,STP_VGKp0.00_Ip145uA00001.dat,STP_VGKp0.00_Im145uA00001.dat
150.0,-46.889885326327814,41.54427421883764,-0.9479405239942482,40,40,STP_VGKp0.00_Ip150uA00001.dat,STP_VGKp0.00_Im150uA00001.dat
155.0,-48.38126771130165,43.10178787141788,-0.9148748901910475,40,40,STP_VGKp0.00_Ip155uA00001.dat,STP_VGKp0.00_Im155uA00001.dat
160.0,-49.92038676679008,44.42775235079551,-1.021452178246449,40,40,STP_VGKp0.00_Ip160uA00001.dat,STP_VGKp0.00_Im160uA00001.dat
165.0,-51.50773927490777,45.96347791464172,-1.0472656503821869,40,40,STP_VGKp0.00_Ip165uA00001.dat,STP_VGKp0.00_Im165uA00001.dat
170.0,-53.0133371991016,47.40195561670215,-1.0808257614488854,40,40,STP_VGKp0.00_Ip170uA00001.dat,STP_VGKp0.00_Im170uA00001.dat
175.0,-54.63323393535067,48.99116758237037,-1.0961681467393094,40,40,STP_VGKp0.00_Ip175uA00001.dat,STP_VGKp0.00_Im175uA00001.dat
180.0,-56.22027989801571,50.509669288672185,-1.1304402749209255,40,40,STP_VGKp0.00_Ip180uA00001.dat,STP_VGKp0.00_Im180uA00001.dat
185.0,-57.75382101082892,51.973549880085166,-1.1652705356210407,40,40,STP_VGKp0.00_Ip185uA00001.dat,STP_VGKp0.00_Im185uA00001.dat
190.0,-59.2363466285284,53.529660433774666,-1.1284780676260306,40,40,STP_VGKp0.00_Ip190uA00001.dat,STP_VGKp0.00_Im190uA00001.dat
195.0,-60.889357673475054,55.029545480293145,-1.2050410668401172,40,40,STP_VGKp0.00_Ip195uA00001.dat,STP_VGKp0.00_Im195uA00001.dat
200.0,-62.47178240642927,56.70057414105224,-1.160739102937676,40,40,STP_VGKp0.00_Ip200uA00001.dat,STP_VGKp0.00_Im200uA00001.dat
205.0,-64.07288567775612,58.202179703463166,-1.210487957395639,40,40,STP_VGKp0.00_Ip205uA00001.dat,STP_VGKp0.00_Im205uA00001.dat
210.0,-65.61057663988312,59.71574250484569,-1.2225520377678765,40,40,STP_VGKp0.00_Ip210uA00001.dat,STP_VGKp0.00_Im210uA00001.dat
215.0,-67.28584956908821,61.303050240083955,-1.2665346347512918,40,40,STP_VGKp0.00_Ip215uA00001.dat,STP_VGKp0.00_Im215uA00001.dat
220.0,-68.82209001914993,62.79289029845242,-1.2897348305979153,40,40,STP_VGKp0.00_Ip220uA00001.dat,STP_VGKp0.00_Im220uA00001.dat
225.0,-70.50803034266298,64.3598816227814,-1.3492093301899504,40,40,STP_VGKp0.00_Ip225uA00001.dat,STP_VGKp0.00_Im225uA00001.dat
230.0,-72.15486585801378,65.86704597955966,-1.4190449094762203,40,40,STP_VGKp0.00_Ip230uA00001.dat,STP_VGKp0.00_Im230uA00001.dat
235.0,-73.8088581361314,67.45576343367051,-1.4516823214796093,40,40,STP_VGKp0.00_Ip235uA00001.dat,STP_VGKp0.00_Im235uA00001.dat
240.0,-75.40479399976462,68.95499788655168,-1.5000330268556328,40,40,STP_VGKp0.00_Ip240uA00001.dat,STP_VGKp0.00_Im240uA00001.dat
245.0,-76.8992079719828,70.50614478426071,-1.4716665641102085,40,40,STP_VGKp0.00_Ip245uA00001.dat,STP_VGKp0.00_Im245uA00001.dat
250.0,-78.50147025637946,72.09683685803914,-1.477451669419324,40,40,STP_VGKp0.00_Ip250uA00001.dat,STP_VGKp0.00_Im250uA00001.dat
