I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
0.0,-1.6663165632886734,-1.6663165632886734,0.0,40,40,STP_VGKp15.00_Ip0uA00001.dat,STP_VGKp15.00_Ip0uA00001.dat
5.0,-2.6324374211585577,-0.7976683566170623,-0.048736325599136654,40,40,STP_VGKp15.00_Ip5uA00001.dat,STP_VGKp15.00_Im5uA00001.dat
10.0,-3.6136257480090737,0.2138078878497978,-0.033592366790964556,40,40,STP_VGKp15.00_Ip10uA00001.dat,STP_VGKp15.00_Im10uA00001.dat
15.0,-4.515819300558617,1.1080836135744032,-0.037551280203433235,40,40,STP_VGKp15.00_Ip15uA00001.dat,STP_VGKp15.00_Im15uA00001.dat
20.0,-5.51316391275306,2.077470648915253,-0.05153006863023024,40,40,STP_VGKp15.00_Ip20uA00001.dat,STP_VGKp15.00_Im20uA00001.dat
25.0,-6.45544916068707,2.9920887289324702,-0.06536365258862631,40,40,STP_VGKp15.00_Ip25uA00001.dat,STP_VGKp15.00_Im25uA00001.dat
30.0,-7.412479864582283,3.968569275995983,-0.055638731004476805,40,40,STP_VGKp15.00_Ip30uA00001.dat,STP_VGKp15.00_Im30uA00001.dat
35.0,-8.353523433633095,4.916461571270398,-0.05221436789267497,40,40,STP_VGKp15.00_Ip35uA00001.dat,STP_VGKp15.00_Im35uA00001.dat
40.0,-9.325878236927247,5.828994726280937,-0.08212519203448143,40,40,STP_VGKp15.00_Ip40uA00001.dat,STP_VGKp15.00_Im40uA00001.dat
45.0,-10.199296091604493,6.759430065474658,-0.05361644977624436,40,40,STP_VGKp15.00_Ip45uA00001.dat,STP_VGKp15.00_Im45uA00001.dat
50.0,-11.150988907106738,7.698623558487492,-0.05986611102094952,40,40,STP_VGKp15.00_Ip50uA00001.dat,STP_VGKp15.00_Im50uA00001.dat
55.0,-12.13354141865909,8.65052789760422,-0.07519019723876164,40,40,STP_VGKp15.00_Ip55uA00001.dat,STP_VGKp15.00_Im55uA00001.dat
60.0,-13.09831158175559,9.531241102761586,-0.11721867620832893,40,40,STP_VGKp15.00_Ip60uA00001.dat,STP_VGKp15.00_Im60uA00001.dat
65.0,-14.025680288014975,10.492285014381599,-0.10038107352801462,40,40,STP_VGKp15.00_Ip65uA00001.dat,STP_VGKp15.00_Im65uA00001.dat
70.0,-14.984096898127298,11.389999638121392,-0.13073206671427973,40,40,STP_VGKp15.00_Ip70uA00001.dat,STP_VGKp15.00_Im70uA00001.dat
75.0,-15.914677999759135,12.354037062359918,-0.11400390541093519,40,40,STP_VGKp15.00_Ip75uA00001.dat,STP_VGKp15.00_Im75uA00001.dat
80.0,-16.820752089077622,13.278974967076323,-0.10457199771197634,40,40,STP_VGKp15.00_Ip80uA00001.dat,STP_VGKp15.00_Im80uA00001.dat
85.0,-17.793425823494744,14.27798992241615,-0.09140138725062319,40,40,STP_VGKp15.00_Ip85uA00001.dat,STP_VGKp15.00_Im85uA00001.dat
90.0,-18.738587546682524,15.233883367492759,-0.08603552630620936,40,40,STP_VGKp15.00_Ip90uA00001.dat,STP_VGKp15.00_Im90uA00001.dat
95.0,-19.648292358050472,16.126466401597003,-0.09459641493806115,40,40,STP_VGKp15.00_Ip95uA00001.dat,STP_VGKp15.00_Im95uA00001.dat
100.0,-20.631214345163066,17.071039374290088,-0.11377092214781581,40,40,STP_VGKp15.00_Ip100uA00001.dat,STP_VGKp15.00_Im100uA00001.dat
105.0,-21.57756386265677,18.06465862557002,-0.09013605525470259,40,40,STP_VGKp15.00_Ip105uA00001.dat,STP_VGKp15.00_Im105uA00001.dat
