I_uA,STP_pos_mV,STP_neg_mV,STP_sym_mV,n_pos,n_neg,file_pos,file_neg
0.0,-1.75684981713236,-1.75684981713236,0.0,40,40,STP_VGKp20.00_Ip0uA00001.dat,STP_VGKp20.00_Ip0uA00001.dat
5.0,-2.7055119245583485,-0.8799758035959415,-0.03589404694478504,40,40,STP_VGKp20.00_Ip5uA00001.dat,STP_VGKp20.00_Im5uA00001.dat
10.0,-3.6176874591814174,0.0020410390612938855,-0.050973392927701644,40,40,STP_VGKp20.00_Ip10uA00001.dat,STP_VGKp20.00_Im10uA00001.dat
15.0,-4.513905510509784,0.9905552912290206,-0.004825292508021661,40,40,STP_VGKp20.00_Ip15uA00001.dat,STP_VGKp20.00_Im15uA00001.dat
20.0,-5.437570844535884,1.9089909139425336,-0.007440148164315152,40,40,STP_VGKp20.00_Ip20uA00001.dat,STP_VGKp20.00_Im20uA00001.dat
25.0,-6.311984827120005,2.8043648806443717,0.0030398438945433703,40,40,STP_VGKp20.00_Ip25uA00001.dat,STP_VGKp20.00_Im25uA00001.dat
30.0,-7.259851198742665,3.7087891612249533,-0.01868120162649589,40,40,STP_VGKp20.00_Ip30uA00001.dat,STP_VGKp20.00_Im30uA00001.dat
35.0,-8.113508491755226,4.612608507694877,0.006399825102185508,40,40,STP_VGKp20.00_Ip35uA00001.dat,STP_VGKp20.00_Im35uA00001.dat
40.0,-9.077564634468192,5.5431261202111655,-0.010369439996153362,40,40,STP_VGKp20.00_Ip40uA00001.dat,STP_VGKp20.00_Im40uA00001.dat
45.0,-9.935564055674652,6.417268703860363,-0.0022978587747843893,40,40,STP_VGKp20.00_Ip45uA00001.dat,STP_VGKp20.00_Im45uA00001.dat
50.0,-10.86835188215274,7.387240524402509,0.01629413825724435,40,40,STP_VGKp20.00_Ip50uA00001.dat,STP_VGKp20.00_Im50uA00001.dat
55.0,-11.830568381499006,8.244135274755862,-0.03636673623921172,40,40,STP_VGKp20.00_Ip55uA00001.dat,STP_VGKp20.00_Im55uA00001.dat
60.0,-12.701773318080637,9.169740107524543,-0.009166788145686722,40,40,STP_VGKp20.00_Ip60uA00001.dat,STP_VGKp20.00_Im60uA00001.dat
65.0,-13.599318074981856,10.025415254834744,-0.030101592941195632,40,40,STP_VGKp20.00_Ip65uA00001.dat,STP_VGKp20.00_Im65uA00001.dat
70.0,-14.475056021408408,10.925299289920886,-0.018028548611400685,40,40,STP_VGKp20.00_Ip70uA00001.dat,STP_VGKp20.00_Im70uA00001.dat
75.0,-15.389336115057104,11.836447891588383,-0.019594294602000017,40,40,STP_VGKp20.00_Ip75uA00001.dat,STP_VGKp20.00_Im75uA00001.dat
80.0,-16.318980179713197,12.759589911396905,-0.02284531702578607,40,40,STP_VGKp20.00_Ip80uA00001.dat,STP_VGKp20.00_Im80uA00001.dat
85.0,-17.205208657162267,13.675173107074103,-0.008167957911721535,40,40,STP_VGKp20.00_Ip85uA00001.dat,STP_VGKp20.00_Im85uA00001.dat
90.0,-18.161988166350135,14.554406340960398,-0.04694109556250825,40,40,STP_VGKp20.00_Ip90uA00001.dat,STP_VGKp20.00_Im90uA00001.dat
95.0,-19.059419223295457,15.479284039716601,-0.033217774657067656,40,40,STP_VGKp20.00_Ip95uA00001.dat,STP_VGKp20.00_Im95uA00001.dat
100.0,-20.00569258215726,16.369273360522858,-0.06135979368484068,40,40,STP_VGKp20.00_Ip100uA00001.dat,STP_VGKp20.00_Im100uA00001.dat
105.0,-20.920483532349703,17.3296390590004,-0.038572419542291625,40,40,STP_VGKp20.00_Ip105uA00001.dat,STP_VGKp20.00_Im105uA00001.dat
110.0,-21.79995536694994,18.22113813408109,-0.03255879930206507,40,40,STP_VGKp20.00_Ip110uA00001.dat,STP_VGKp20.00_Im110uA00001.dat
115.0,-22.742352925890863,19.09008651765553,-0.06928338698530712,40,40,STP_VGKp20.00_Ip115uA00001.dat,STP_VGKp20.00_Im115uA00001.dat
120.0,-23.623805489462484,20.043949979617974,-0.03307793778989487,40,40,STP_VGKp20.00_Ip120uA00001.dat,STP_VGKp20.00_Im120uA00001.dat
125.0,-24.54615793176925,20.926394782037846,-0.053031757733342344,40,40,STP_VGKp20.00_Ip125uA00001.dat,STP_VGKp20.00_Im125uA00001.dat
130.0,-25.45900689616058,21.823673612860777,-0.060816824517542,40,40,STP_VGKp20.00_Ip130uA00001.dat,STP_VGKp20.00_Im130uA00001.dat
135.0,-26.37358959045327,22.739375857827678,-0.060257049180436395,40,40,STP_VGKp20.00_Ip135uA00001.dat,STP_VGKp20.00_Im135uA00001.dat
140.0,-27.224562000657166,23.595816148756583,-0.0575231088179311,40,40,STP_VGKp20.00_Ip140uA00001.dat,STP_VGKp20.00_Im140uA00001.dat
145.0,-28.185535267331524,24.53838924981425,-0.06672319162627605,40,40,STP_VGKp20.00_Ip145uA00001.dat,STP_VGKp20.00_Im145uA00001.dat
150.0,-29.09056019603446,25.44030641581971,-0.06827707297501528,40,40,STP_VGKp20.00_Ip150uA00001.dat,STP_VGKp20.00_Im150uA00001.dat
155.0,-30.021805795299034,26.349406831169578,-0.07934966493236817,40,40,STP_VGKp20.00_Ip155uA00001.dat,STP_VGKp20.00_Im155uA00001.dat
160.0,-30.9022281525513,27.252985729164134,-0.06777139456122216,40,40,STP_VGKp20.00_Ip160uA00001.dat,STP_VGKp20.00_Im160uA00001.dat
165.0,-31.810885875565727,28.16933741633937,-0.06392441248081826,40,40,STP_VGKp20.00_Ip165uA00001.dat,STP_VGKp20.00_Im165uA00001.dat
170.0,-32.67211445553979,28.996708295249,-0.08085326301303541,40,40,STP_VGKp20.00_Ip170uA00001.dat,STP_VGKp20.00_Im170uA00001.dat
175.0,-33.63231458759852,29.928502062800742,-0.09505644526652968,40,40,STP_VGKp20.00_Ip175uA00001.dat,STP_VGKp20.00_Im175uA00001.dat
180.0,-34.53657087386604,30.84490963211823,-0.08898080374154449,40,40,STP_VGKp20.00_Ip180uA00001.dat,STP_VGKp20.00_Im180uA00001.dat
185.0,-35.43397648088044,31.763485946913285,-0.07839544985121694,40,40,STP_VGKp20.00_Ip185uA00001.dat,STP_VGKp20.00_Im185uA00001.dat
190.0,-36.31913462291679,32.66153223618463,-0.0719513762337225,40,40,STP_VGKp20.00_Ip190uA00001.dat,STP_VGKp20.00_Im190uA00001.dat
195.0,-37.28806762780885,33.563112509505565,-0.10562774201928238,40,40,STP_VGKp20.00_Ip195uA00001.dat,STP_VGKp20.00_Im195uA00001.dat
